text,stars,sentiment,film_id
"Hmmm, teda nic moc. Na ty dve to jeste jakz takz vytahuje ta segra, ta je fakt dobre zahrana. Ale jinak zklamani, podle komentaru jsem myslela ze to bude lepsi. Nuda!",2,negative,5390
"To je prostě Lynchův styl, jenž uplatňuje ve většině svých filmů. To je ten základní obrys - obrazový, herecký, zvukový, hudební... Prostě jednoduše  - Lynchův fanoušek si užívá, nazasvěcený nechápe. Je to prostě to co se mi na tomto tvůrci líbí - tudíž dávám pět hvězd!",5,positive,6249
"Divoká kombinácia reaganovského akčného filmu a hororového béčka na mňa nefungujem, a tak mi séria o Jasonovi v modrom mundúre teda k srdcu neprirástla. Navyše syn Jerryho Goldsmitha talent po ockovi nepobral a hudba je mimoriadne zlá.",2,negative,6240
Předem čitelný příběh. Nataše to tam moc sluší. Otomar je skvělý jako vždy. Tomu filmu ale něco chybí. Nebaví.,2,negative,5349
"Ak má byť hlavným kladom celovečeného filmu realistickosť, tak si oveľa radšej pozriem dokument. Ak posolstvo, tak v zostrelenom čiernom jastrabovi, kde mi všetci splývali do dvoch ostreľujúcich sa celkov, som ho nenašiel. Neustále opakovaná ratattatt-a-bum-bum paľba nezaujala. Bezemočná vojenská propaganda s nulovou pridanou hodnotou.",1,negative,8266
"Co jsou druzí Avengers zač? Pokud to má být megalomanské završení druhé fáze, tak je to poněkud mdlé, ale jinak? Je to krystalicky čistý převod komiksů (tedy těch barevných, se vzletnými hesly a bicepsy o velikosti hlavy vorvaního novorozence), jak s tím dobrým, tak špatným, je to prostě zábavný film, ale tak nějak se ani moc nenamáhal hledat v průběhu filmu rozkroky diváctva, aby se pak následně mohl v grandiózním finále stát kulervoucím. Nic takového tu prostě není, všechno jede dobře, ale nic výborně, možná je to Vhedonem, možná tím, že žádná z postav není v popředí (tak prý že ano, že prý Hawkeye? Ne, ani náhodou), nebo tím, že na tvůrce seslala kletbu vesmírná vydra s chapadly. Příště jinak, lépe a s jasnou cestou kudy jít, potřetí by to už dost možná neprošlo. A nebo ještě jinak, odreagovávačka dobrá, ale nejdřív to znova uvidím minimálně za pět let. Howgh.",4,positive,317410
"Bosý, unavený a žádný nabušený hrdina, padouch, kterého do té doby nikdo neznal, přesto vznikla absolutní žánrová klasika, která akčním filmům uštědřila obří knockout. Látky se totiž chopil ostřílený Joel Silver, který byl tvrdohlavý a neústupný a přesvědčil svého kamaráda Johna McTiernana (nechtěl točit film o teroristech), aby usedl do režijního křesla. Tvůrci vsadili na televizního herce, u padoucha, vzdělaného Evropana, zase na herce z Broadwaye. A vyšlo jim to náramně. Geniální Willis jako neohrožený John McClane vs. ďábelský Rickman jako skvostný taktik Hans Gruber! Tvůrci změnili zvyklosti spojené s akčním filmem, vložili do něj spoustu zajímavých prvků (hlavní postava je obyčejný zranitelný polda, který má podobné problémy jako běžní lidé) včetně černého humoru, přitom scénárista byl jen pár stránek před natáčením. A absolutně se vytáhli s akčními scénami. 100% bez diskuse! Nejlépe to chutná po páté, po šesté.. Yipee-yi-yea, mother-fucker!",5,positive,6642
"Prvý Lynchov obrazec je jednoduchý a prostý, ale aj napriek tomu na mňa zaberá jak má. Oprava - 7 Figures getting sick (do budúcna by mal započítať aj diváka).",2,negative,6257
"Nepovedená béčkárna určená rovnou pro videopůjčovny, ve kterých se snaží prorazit lákavým názvem a obalem.",1,negative,215217
"Ano ano, dá se vzdechnout nad rozdíly mezi filmem a předlohou a technickou stránkou filmu, zalomit rukama nad zježeným Stingem a vyvrátit zraky nad tím, že při pohledu na obočí mentatů by Brežněv zařval a letěl by se schovat. Jenže na to, že tenhle snímek má více než dva křížky na krku, si holt musíme zvyknout a akceptovat, že digitální animace tu nebyla odjakživa. Pak se ta jízda na červu snese víc než dobře a  když šaj-hulúda kočíruje David Lynch, hned je všechno jinak. Frank Herbert byl blázen v tom nejlepším slova smyslu a nikdo jiný než blázen podobného formátu by Dunu nemohl natočit a zachovat když ne přesnou předlohu, tak jejího ducha. Tahle dávka koření byla ďábelsky silná.",4,positive,6250
"Toto bolo vyslovene trápne. Je mi jedno či to bolo určené primárne pre deti alebo nie. Bolo to skrátka hrozné. Tešil som sa na namakané efekty  morských predátorov s čias minulých. čakal som aspoň že vizuálna stránka ma strhne. Nedúfal  som že mi to vyrazí dych ako v detstve putovanie s dinosaurmi čo je pre mňa dodneska kult ale toto som nečakal.  Totálne trápny pseudopríbeh tínedžerky ktorá nevie že ľudia nežijú na zemi milión rokov a rozpráva sa s duchom nejakého významného paleontológa. Toto by som ešte ako tak prekúsol, ale tie hrozne odfláknuté dinosaury už nie !!! Ich výzor a pohyby všetko to vyzeralo lacno kde sa na toto hrabe putovanie s dinosaurmi. úplne sfušovaná práca šmejdov za ktorú by som sa dneska hanbil. A je to ešte k tomu v 3D. Jediné čo tu bolo nádherné boli nájazdy na scenérie. Nádherné nedotknuté panenské pralesy. Má to v sebe  zaujímavé fakty a ako dokument to bolo fajn dozvedel som sa pár nových vecí takže účel to splnilo. Ale to spracovanie ? 1,5*",2,negative,277510
"Letecký teroristicko katastrofický americký film, který je opravdu katastrofický z hlediska inteligence. Ultra hloupý film, který jsem sjel z vědeckých důvodů,  abych zjistil v čem hrála po světovém úspěchu Flasdance svářečka Jessica Beals. Jedna hvězda za ni.",1,negative,10780
"Nepředvídatelné, kam nás František Filip napříč svou bohatou filmografií nakonec zavedl.... Od krásných historických Sňatků z rozumu a F. L. Věka, vznikajících jako perly rozkvětu československého seriálu na sklonku 60. let, přes příběhy zasazené do 1. republiky, obou válek, nové současnosti včetně normalizace s oblíbeným chalupařením (samozřejmě i mnoho dalšího), klasické televizní inscenace atd. až do téhle satiry kolem rozkrádání majetku, fungování soukromých podniků a marketingového průmyslu v již 10 let fungujícím porevolučním kapitalismu. Opravdu široký záběr! BohuželNebát se a nakrástuzavírá nejen Filipovu bohatou přehlídku dějin národa a lidstva na obrazovkách, ale rovněž jeho přehlídku samotné filmové a televizní tvorby od 60. let po tutu dobu. Či-li máme jako obraz nové doby před sebou pouze příklad tradiční devadesátkové produkce ve víru dnes jen stěží ztrávitelných komerčních propadáků. Opravdu smutný sešup, ale také důkaz, že na pořádnou reflexi jisté doby je potřeba leckdy odstup. Silně odrážející se kontext to pro současníka nemůže zachránit, stejně jako dvě mimojdoucí zmínky o roku 1948. Pokud jde o mé osobní dojmy, dění kolem chamtivé dvojky Postránecký – Přeučil mne brzy začalo bavit natolik, že jsem se příliš nenudil, a přehrávajícího Sobotu v hlavní roli jsem přežil bez újmy na zdraví. Ač na druhé straně tolikrát obehráná zápletka záměny dvojníků nepřinesla nic nového, a málem dvouhodinovou stopáž zde vzhledem k žánru a stylu považuju za hodně přepálenou. Ale hlavně, využití zadních projekcí exotické krajiny zde dostává nechtěně vtipný rozměr!",1,negative,2660
"Niekto zabíja v piatok trinásteho, iný na Valentína (prípadne Vianoce), nuž a Strýko Sam na Deň nezávislosti. Béčko, ktoré akoby vypadlo z osemdesiatok, až na to, že vzniklo v rovnakom roku, ako JURSKÝ PARK: STRATENÝ SVET.",2,negative,6242
"Ryzí béčkový horror, který patří v rámci subžánru ""slasher"" bezesporu k podprůměru a pro mě zatím to nejslabší, co jsem od Williama Lustiga viděl. Hodnocení 2 hvězdiček je nakonec hlavně za tu příjemnou stopáž a několik známých tváří ve vedlejších rolích.",2,negative,6242
"Tenhle styl natáčení mě osobně moc nebere. Už Blair Witch mě pořádně namíchl a znechutil, Rec naopak příjemně překvapil, ale jinak tuto ""živou kameru"" moc nemusím. Tady to nebylo zase tak hrozné, ale určitě bych uvítal spíše normál. Jinak co se filmu týče, tak děj je docela zajímavý. Borec si nejdřív hraje na profíka, ale když jde opravdu do tuhého, tak moc neví. Herci to odehráli slušně, atmosféra je chvílemi skvělá, ale na druhou stranu je to docela dost často nuda. Přestože se závěr snaží být překvapující, tak mně se moc nelíbil. Obecně tyto filmy moc nemusím, ale když už tak určitě spíše ty staré satanistické filmy. Mrkněte na Vymítače ďábla nebo Přichází Satan!, to je teprve ta pravá pekelná atmosféra.50%",2,negative,277529
"V mládí jsem Indiána nějak přehlédnul, takže nyní ke mně může těžko přilnout, ale zase na druhou stranu šlo o celkem nadupanou nálož akce, i když Steven to dělal po svém a ten jeho styl točení prostě pro mě není to pravé, ale fakt už tohle házím za hlavu a soustředím se opravdu na to, jestli mě film bavil nebo ne a tentokrát to šlo. Chvílema jsem se bavil, ale taky jsem i koulel očima (v tom horším smyslu). :-) V 81 roce to musel být blockbuster jak sviňa co? :D",4,positive,8650
"Jelikož jsem tohle viděl poprvé jako malý kluk a zrovna jsem strašně žral Populární mechaniku pro děti, tak mě velice nadchlo obsazení Elishy a Charlieho a byl jsem celou dobu napjatý jako šráky jak to dopadne :-) Smůla, že už je dětsví za mnou.",1,negative,88782
"Nějak jsem nikdy nerozuměl nadšení z tohoto filmu. Mladík, který si hraje na kovboje a zaplete se do skutečného zločinu, je sice zajímavý nápad, ale podání je nudné a nijaké. Vždy jsem měl pocit, že ten film trvá dvě a půl hodiny, jak se vlekl. Kamera slušná, ale to je tak to jediné. ---- z DVD recenze: Smrt v sedle

Režisér Jindřich polák je známý spíše díky svým sci-fi komediím nebo seriálům Návštěvníci a  Pan Tau. Přesto se zpočátku proslavil právě tímto filmem, ve kterém viděli tehdejší komunističtí mocní odsouzení západních rodokapsových románků.

Ty ostatně hlavní hrdina filmu z roku 1959, sedmnáctiletý Tomáš (v podání Rudolfa Jelínka), čte ze všeho nejraději. A protože se v hřebčíně stará o koně, má těmito westerny popletenou hlavu. kamarádi se rozhodnou mu dát trochu za vyučenou, ale podivnou shodou okolností dojde ke skutečnému zločinu. A Tomáš se pokusí uvést vyčtené postupy westernů v praxi. Překvapivě málo úspěšně, alespoň zpočátku.

V dalších rolích se objeví např. Eduard Dubský, Radovan Lukavský, Jiří Sovák, Jana Kasanová, Josef Beyvl, Martin Růžek, Miloš Nesvadba, Jan Přeučil, Jan Skopeček a další. 

Film vydává ve své pečlivé úpravě Filmexport, ale přece jenom tentokrát si s obrazem příliš nepohrál. Není ani čistý, ani jak se patří barevný, jak má být, a navíc původní formát obrazu byl 2,35:1, zatímco na disku je zhruba 2,17:1, navíc v letterboxovém 1,33 (4:3) podání, tedy neanamorfně. Zvuk je v původním Dolby Digital 2.0, titulky české pro neslyšící a anglické. 

Bonusy pak zahrnují dobové články v časopisech v DVD-ROM sekci (automaticky se spustí v prohlížeči po vložení disku do počítačové mechaniky), i v bonusech DVD. Najdeme zde podrobné biografie a filmografie, fotogalerii i s fotkami z natáčení. 

Ve Slovu historika v sedmnácti minutách dr. Pavel Taussig připomene českou filmovou produkci toho roku, aby se pak zaměřil na vznik tohoto snímku a věci v pozadí natáčení. Rozhovory nabízejí možnost poslechnout si zhruba šestiminutová vzpomínání Rudolfa Jelínka, Jany Kasanové, Miloše Nesvadby, Jana Přeučila a Jana Skopečka na natáčení.",2,negative,7401
"Před mnoha lety se mi nezdál tak moc slabý, inu dnes to vidím trochu jinak. Celý námět je naprosto blbý a nesmyslný. Bohužel tak i celý průběh filmu. O hororu nemůže být ani řeč, herci špatně přehrávají, monstrum nestálo za nic. Doporučuji jen hodně otrlým fandům zetkové zábavy. 10 %",1,negative,15429
"Nebylo to nejhorší. A že už jsem viděl minimálně 20 filmů na téma Žralok útočí, Megalogon, Žralok v Benátkách, bílí zabijáci, žraločí invaze apod. Škoda slabé animace žraloka, tohle vcelku ušlo. 35% ""Co to bylo?"" ""Nasraná ryba""",2,negative,131733
"Avengers Age of Ultron překvapivě předčilo má očekávání z pro mě né příliš přesvědčivé jedničky. Kingsman i Fast and Furious 7 nepřekonáno, ale prozatimní třetí místo je na místě. Načančaní hrdinové jsou zpátky v cool vizuálu, skvělými gagy a dynamicky strhující akcí, při které jsem místy nedýchal. Ultron jako záporák fajn, ale nejedná se o nic převratného, Quicksilver boží, Scarlet Witch otravná, Vison férový, ke zbytku není potřeba nic dodávat. nejvíce pobavil Thor se svým kladivem a Hulk svou agresivitou. Svěží zábava, která je kinu hodná. 95%",5,positive,317410
Nie som teda pocitacovy expert ani letecky technik ale myslienka ze sa da nahackovat na lietadlo zo zeme pomocou nejakeho cipu v lietadle a odvladat ho pomocou joysticku mi pride ako pekna ptakovina. To uz boli potom bezpecnejsie dvojplosniky. Triky pomocou modelov a predpotopnou grafikou su strasne a herecke obsadenie nula bodov. Jedine na co sa da pozerat je Kristanna Loken a tentokrat to nie je vobec kvoli jej herectvu.,1,negative,89504
"Má to všetko, čo takýto ´´blockbuster´´ mať má. Trápny scenár plný debilných dialógov, pornoherecké výkony ( akurát len taký Bruce Davison sa snaží ), neuveriteľne nedokonalé a amatérske CGI efekty a réžiu, ktorej je jedno čo a ako sa vôbec deje. Proste klasický Asylum. 1 star za nápad a moje pobavenie.",1,negative,279546
"V skutku originálny nápad. Sci-fi komédia o cestovaní časom nakrútil režisér Jindřich Polák. Dej filmu s množstvom neobyčajných zápletiek sa odohráva v neďalekej budúcnosti, kedy bude možné cestovať ""časopriestorom"". Cestovná kancelária Univerzum usporadúva pre turistov lety strojom času, ktorý je podľa ich historických záľub dopraví do zvoleného dátumu v minulosti. Služieb kancelárie využijú aj traja starí nacisti, ktorí sa chcú zmocniť rakety a pristáť v roku 1944. Radi by totiž Adolfovi Hitlerovi dodali vodíkovú bombu a zmenili tak dejiny. Na naše lúky a háje slušná sci-fi, keď Star Trek bol ešte veľmi ďaleko od nás. Inteligentný nápad i zápletka, slušné herecké výkony, vzhľadom k menám snáď nešlo ani nič iné očakávať. Scény z minulosti nadštandardné. Výborný Československý film.",5,positive,7404
"Nemám rád Lynche. Všeobecně jeho tvorbu považuju jen za zmatenou a těžko srozumitelnou. a to zbytečně, ne že by byla tvořena pro vyšší intelektuální vrstvy, ale je jednoduše divná. A tento nesmysl z jeho ranných začátků mě v tom jen utvrdil. Co to vlastně bylo a co nám to mělo říct?",1,negative,6257
"Pro mě nejlepší česká pohádka se skvělým obsazením a výbornou režií Hynka Bočana. Perfektní Karel Heřmánek v roli Lucifera a Ondřej Vetchý v roli čerta vyhnaného z pekla. ""Jé já si zlomil šavli"" :).",5,positive,821
"Skvělá lynchovina, která zaujme jak výborným zpracováním, tak špičkovými hereckými výkony. Dennis Hopper umí. Ovšem musím být přísný. Tento film nedosahuje kvalit některých jeho dalších filmů, a proto to tentokrát na 5 neni.",4,positive,6247
"Neviem čo by bolo horšie, to, že sa tam opice ukázali na niekoľko sekúnd alebo, že by tam boli vidieť častejšie, ale v tak hnusnej digitálnej podobe, že i tých niekoľko sekúnd bolo až až. Ale najhoršie dopadol príbeh, lebo uveriť, že opice sú niečo ako Rambo a samé si spravia dômyselne pasce, to už naozaj môžem uveriť všetkému. Chce sa to tváriť ako predátor, ale ani to videnie či vešanie ľudí nemalo šancu zaujať, keďže všetko od hercov až po zúfalé triky bolo ťažko tragické. A do toho všetkého sa musí prirátať aj to, že skoro celý film je jedna veľká nuda a nezáživnosť. Slabé 2*.",2,negative,235792
"Moc se mi líbí samotný námět a představa, že by taková cestovní kancelář skutečně existovala. Potenciál není místy úplně využit, ale když nastane posledních cca 30 minut závěrečný časový zmatek, není co vytknout.",4,positive,7404
"Největší atrakce dobrodružného žánru, jež se pevně drží právě slova atrakce - a je to neskutečně zábavný kus filmařiny, které nechybí šmrnc a vkus. Hláškování, gagů a narážek je taková přemíra, že by si z ní vybralo několik komedií; nechybí klasická hudba, na svou dobu prvotřídní triky a bájo chemie mezi Fordem a Connerym.„Indiana, let it go.“",5,positive,8641
"Nebylo mi jasné, proč musí mít film přes tři hodiny. Teď už to vím, na každou hodinu vychází jedna akce. Jsem ráda, že se Petersen více nerozmáchl a nechtěl mít ve filmu akcí celých pět. Nesdílím všeobecné nadšení ze snímku. Je pomalý, ale bez atmosféry, postavy jsou ploché, valná většina bez emocí. Za zmínku stojí jeden z poddůstojníků, který je jako jediný oddán Hitlerovi. Ten alespoň občas nějaké emoce projeví. Ostatní mluví tak, že se člověk diví, proč se rovnou nepřidali k nepříteli. Dle tohoto filmu, co německý voják, to pacifista se silným opovržením k nacismu. Ponorka jednou, možná omylem, zaútočí na britský tanker. Kapitán se se svými důstojníky div nerozpláče, když zjistí, že na nepřátelské lodi byli lidé. Šokující zjištění jednoho vykolejí. A na můstku jich bylo hnedle několik, takže došlo k hromadnému vykolejování. Až se z toho ti útlocitní pánové vzpamatovali, cupkali si zapsat, jací jsou ti Britové neřádi, když nezachránili své tonoucí. Pomalu jsem čekala, kdy se celé posádce rozsvítí nad hlavami svatozář. Pak ponorka ztroskotala, ale nebojte se milé děti, přijel jelen na zádech se Smolíčkem a všechny zachránil úplně těsně před tím, než se ponorka úplně rozpadla a všichni se úplně udusili. Ah pardon, to je jiná pohádka. Sice méně podle pravdy, ale zase bez zvratu za nanosekundu dvanáct. Jediným momentem, který si skutečně zaslouží pozornost, je samotný závěr. Závěr plný marnosti a bezradnosti. Za tenhle kousek velmi podařené filmařiny si Ponorka zaslouží hvězdičku navíc.",1,negative,7222
"Ale jo:-D Když jsem viděl že tenhle film je na prvním místě mezi největšíma sračkama na CSFD, a tak jsem se zhrozil a abych si utrpení ještě vylepšil, tak jsem si pustil oba dva díly naráz. No hell to celkem bylo ale ne nic extrémní. Viděl jsem větší shity. V tomhle filmu jsem měl děsnej problém fandit někomu fandit protože to moc nejde. Šílenost, Ale ne nejhorší.",2,negative,7049
"Markéta Hrubešová se (jako v jiných filmech) ochotně obnažila a tím zachránila tento film před absolutním zatracením. Ale pokud se někomu Hrubešová nelíbí, tak to asi ohodnotí odpadem, protože kromě ní v tomhle paskvilu není naprosto nic k vidění.",1,negative,108847
"Ako sa hovorí u našich západných planetárnych susedov - ,,an improvement,, - vzhľadom na predchádzajúcu časť. A nie čo sa týka nejakého vynaliezavého spôsobu rozprávania, alebo lepších prepracovaní charakterov, ale v tom že sa tu niekto chcel pekne vyblázniť po vzore ID4. Na film za pár šupov celkom dobrá bilancia, ak máte deficit takýchto debilít.",2,negative,240590
"Chtěl bych poděkovat Slovákům, že mají tak nádherné slovíčko ""zimomriavky"". Jinak než tímhle slovem totiž poslední půl hodina tohodle filmu nejde popsat.

Poprosil bych oskara pro Laudu. Pardon, pro Brühla.

God that was good...",5,positive,301401
"I když je tohle amatérismus nejvyššího ražení, přeci jen ze slitování dávám symbolickou jednu hvězdu, protože jsou i horší kousky.- 1/10 -",1,negative,71486
"Slovenská pohádka u jejíž první poloviny jsem nabyl dojmu, že vztah Rapoš Šiška není vztah režisér a scénárista, ale klient a dealer. Dojít do konce přes první polovinu, která je naprosto bezdějové, nezáživné o ničem nic se spoustou iritujících prvků ( Gott mluvící slovensky je sympatický pokus, ale výsledek je hodně smutný v kombinaci s jeho stářím , digitální drak alá devadesátky v infantilním balení pro diváky do tří let , kolovrátkové písničky atd), druhá polovina se mírně rozjede a je tam náznak smysluplnosti a děje. Jednu hvězdy dám za vizuál - kostýmy, exteriéry, výprava, za hezkou princeznu, která když plakala, tak mi připomínala pašeračku Terezu z Pakistánu, a za Kačku Brožovou, která je tedy zatraceně sexy.a její song na konci vyhrál soutěž nejlepší písničky této pohádky.",1,negative,601777
"Po druhom zhliadnutí dvíham hodnotenie na maximum - jednak preto, že je to skutočne o triedu lepšie ako (inak vynikajúci) BB, a hlavne kvôli epickému rozmachu a scenáristickej prepracovanosti, ktorá vyplytvala nápady a zápletky na tri filmy. Mnohé výhrady však zostávajú - kvôli šialenému tempu mnoho scén emocionálne nedoznie (Gordonovo zmŕtvychvstanie), najlepšia akčná scéna je uprostred filmu (hoci na druhý pokus som prišiel na chuť aj záveru so ""sonarovým efektom""), toľkokrát oslavovaná hudba si vlastne vystačí s jedným motívom a Rachel/Maggie je chudiatko taká škaredá a nevýrazná, že na mňa osobne vôbec nefunguje scéna, ktorá má byť emocionálnym vyvrcholením filmu. Napriek všetkému ide o jeden z vrcholov komiksového žánru a obrovský kus špičkovej scenáristickej, režijnej a hereckej práce.",5,positive,223734
"Ajeje tady se Lundgren snaží hrát, bohužel pro něj protože to fakt neumí. Upřímě Lundgrena moc rád nemám a přijde mi děsně nesympatickej. A tady ten jeho přeliv...... Páni ten teda vládne:-D",2,negative,162926
"vše na co jsme si již zvykli, jen přivedené ke stále větší dokonalosti. dr. jones jako vždy všechno rozluští, všechny porazí, všechny okouzlí a jako přídavek dostáváme jeden z nejneuvěřitelnějších rodinných svazků filmové historie. jednoduše řečeno - zábava nejen pro diváky, ale též pro tvůrce a MODLÍM SE ZA DALŠÍ DÍL!",5,positive,8641
"Jedna z TOP pohádek, obsahující zrovna několik TOP hlášek. Moje nejoblíbenější:""Pří zatýkání.....3 vojáky těžce zranil, 2 zhmoždil a jednoho.....zesměšnil!""",5,positive,821
"NFR 2019, Oscar 8 : Nejlepší film, Režie, Herec HR - F. Murray Abraham, Výprava - Karel Černý, Patricia von Brandenstein, Kostýmy - Theodor Pištěk, Masky, Zvuk, Scénář - A + 3 nominace: Herec HR - Tom Hulce, Střih, Kamera - Miroslav Ondříček  ......    

                                                                
První Formanova reakce, když ho přátelé pozvalii v Londýně na divadelní představení, prý byla :"" Proboha, životopis umělce! To snad radši zůstanu doma. "" No, naštěstí nezůstal a já jsem získal k opeře mnohem pozitivnější vztah.",5,positive,2971
"Pre dospelých je to totálna kravina, nemá to ani taký ten občasný skrytý vtip pre rodiča, čo musí sedieť s malým fafrnom v kine. - Odpad!
Decká to majú na DVD a žerú to - je to jednoduché, akčné (veľmi ""soft"" bitky) a o deťoch. Malý to pozeral stále dokola na zhruba vo vaku 5-6 rokov. Zjavne to má svoje veľmi úzke publikum - v tretej triede to už považoval za kravinu. Preto *",1,negative,20355
"Filmy, u kterých jsem byl zaražený do gauče a ani nedýchal, bych možná spočítal na prstech jedné ruky. Vetřelec do této skupiny rozhodně patří. Scottovi se podařilo vytvořit neuvěřitelně hutnou atmosféru plnou děsivých momentů. Bohužel je to místy až příliš utahané. Při projekci nedoporučuji konzumaci jídla, pravděpodobně to z vás stejně poletí ven.",4,positive,8265
"Dříve velká událost. Dnes, ve spletí filmového násilí všeho druhu, se tato krimi ztratí. Ale určitě je stále se na co dívat. Zejména mladá děvčata by měla vidět povinně.",4,positive,7400
"Slaboduchá, sentimentálna a prvoplánová oslava prostého života v Posázaví pred snobským životom v Prahe.↵ 
Zdá sa, že prostota nebola len námetom filmu, ale aj cieľovou skupinou. Inak by film nemohol obsahovať toľko prihlúplych či neuveriteľných situácií:↵*nový manžel bohatej vdovy si nedokáže nájsť niečo na sebarealizáciu;↵*krádež šiat, ale nie peňazí;↵*kolegovia nespoznajú kolegu v otrhaných šatách;↵*väzenie s voľne položenými mrežami;↵*policajt, ktorý viac dá na zovňajšok, ako na fotku v občianskom preukaze;↵*tulák, ktorým sa cudzie ženy nechajú nadšene bozkávať a objímať.↵ 
Korunu tomu nasadila pointa, ktorá spočívala približne v tom, že človek, ktorý nenašiel šťastie, keď mal peňazí, príležitostí a kontaktov ako pliev, ho nájde potom, čo sa vykúpe v Sázave, popreháňa zopár žien a začne manuálne pracovať. Svatá prostoto!",1,negative,5380
"Pokud existuje kniha a film, respektive film natočený podle knihy, bývá obvykle v nevýhodě dílo, které se do kontaktu s člověkem dostane až druhé v pořadí. Pokud je tím druhým film, končí nezřídkakdy s nálepkou ""kniha je lepší"", protože si čtenář na její motivy vysní vlastní reálie a ty filmové se s nimi nevyhnutelně (s nějakou tou občasnou vyjímkou, že) rozcházejí. Pokud se druhou stane kniha, není už zážitek kvůli znalosti děje tak velký, nemluvě o slabých podnětech pro fantazii, která si na příslušná místa automaticky dosazuje tváře a scény z filmu. Filmová Zelená míle se mi i přes pořádnou porci sentimentu líbila moc, ale její kvality v mých očích mírně opadly po přečtení knihy. Ta si totiž přes obdobný sentimentální nános dokázala uchovat více syrovosti a působivosti, navíc má podstatně bohatší, výřečnější závěr a já při dalším vidění Darabontova snímku zjišťoval, že mi to všechno hrozně chybí. Možná i proto, že se jinak předlohy tak věrně drží...",4,positive,2292
"A to jen Jeanu Renovi a Gary Oldmanovi, protože hrají opravdu skvěle. Jinak to pro mě byl neuvěřitelně nudnej zážitek. Možná trochu moc roztahaný (nevadí mi dlouhý filmy, spíš se v nich vyžívám, ale musí být trochu spádovitý). Je to zvláštní, ale zjišťuju, že Lucu Bessonovi nějak nikde nedokážu přijít na chuť, ať už to je Magická hlubina, Brutální Nikita, Leon nebo i ten už kultovní Pátý element. O Johance z Arku nemluvě. Nějak mě nikde prostě nedokáže chytnout. Zpracování může být skvělý, ale nikdy nemám po shlédnutí okamžitou potřebu vidět ten film znovu a pokud možno ihned. Vlastně mám spíš potřebu ten film už nikdy víc nevidět, nebo aspoň ještě hodně dlouho ne. Je to škoda, chtěl bych, aby se mi jeho filmy líbily jako většině ostatních, jako ""nejlepší filmový zážitek"", protože patrně o něco  přicházím. Ale nejsem schopen říct, o co, protože to jsou podle mě nudný bláboly.",2,negative,773
"10 / 10Čo napísať o filme, ktorý ma zasiahol tak hlboko ako len málo iných? Že to malo výborné efekty, výpravu, či kostýmy? To by nebolo na nič dobré - Pán prsteňov je o niečom o celkom inom. Je to o odkaze, odkaze pána Tolkiena, ktorý je skutočný Pán prsteňov. Pretože fantasy, to nemusí byť nutne len kravina pre menejcenných spoluobčanov, dobre napísané fantasy je ako opojná droga - prejde vám do krvi a ukáže vám svet inými očami. A to, že Pán prsteňov, rovnako ako jeho mladší súrodenec Hobit, je dobre napísané fantasy, je myslím každému jasné. Rovnako ako je každému jasné, že takýto knižný kolos sa do filmu jednoducho nedá celý prepísať - áno, priznávam, aj ja by som bol rád keby Jackson nevynechal Mohylové vrchy alebo Bombadila, ale s tým už nič nenarobíme. Takže namiesto neustále frflania buďme radi, že to bol práve Jackson, kto dostal do rúk sfilmovanie takejto komplikovanej látky. Ktovieako by to dopadlo, keby to začal režírovať taký Michael Bay - hrúza pomyslieť! Elfovia strieľajúci šípy do škretích makovíc za zvuku odrhovačky od Aerosmith... Aragorn oblečený do úzkych denimiek... Frodo Pytlík zabodávajúci Americkú vlajku pri vstupe do Mordoru... Ááá!!!",5,positive,4711
"Síla Schindlerova seznamu pro mě tkví, podobně jako u většiny nejlepších filmů, které Spielberg s Kaminskim natočil (z nichž jsou mimochodem všechny vyjma Terminálu skvělé), v bezešvém prolnutí subjektivního hollywoodského vyprávění a objektivní, místy až dokumentární reflexe velké historie. Obraz má připomínat dobové záznamy a technika snímání davových scén naplněných krutými výjevy nese tradice cinema vérité či naturalisticky pojatých varovných dokumentů jako War Game nebo Vlákna. Schindler je na jednu stranu zhmotněním životní filosofie samotného Spielberga, současně však funguje jako objektivní hledisko. Krásně je to vidět na sekvenci likvidace krakovského ghetta, jemuž Schindler přihlíží z kopce. Zatímco dění v ulicích je subjektivně oživovaná a tehdy zamlčovaná část velké historie, inscenovaná třeba v duchu Jdi a dívej se, protagonistův výhled nabízí morálně žádoucí dějinný odstup. Holčička v červeném kabátu tak z okolního pekla perspektivou Schindlera vystupuje (a jakmile to rozrušený sledující vzdá a odjede, dívka zapadne zpět do soudobého subjektivního dění a kabát je rázem černobílý). Spielberg tak působivě oživuje kolektivní trauma, aniž by přestal vyprávět klasicky a za pomoci empatického napojení. A to je sakra silné poprvé i podesáté, i když začínám chápat, že druhá půlka a cukrlátkový portrét Schindlera je pro někoho už moc. Přestože je tedy úvodní část zakončená strhujícím čištěním ghetta lepší, celý film nonstop šlape právě díky orientaci na postavy, jejich zrcadlení a přesnému načasování scén, kdy se kapitalista a továrník víc a víc přiklání k nesmyslně trpícím židům. A také díky Ralphu Fiennesovi, jenž pozvedl absolutní zlo na fascinující figuru, z jejíchž hrozných skutků nejdou spustit oči - a to v morálně naprosto nezávadném, edukačním a současně emotivním stylu, jak to Spielberg umí jako nikdo.",5,positive,8653
